# Table of selected thermodynamics quantities
# The following notation is used in column titles:
#         x_e = electron ionization fraction
#      -kappa = optical depth
#      kappa' = Thomson scattering rate, prime denotes conformal time derivatives
#           g = kappa' e^-kappa = visibility function 
#          Tb = baryon temperature 
#         w_b = baryon equation of state parameter 
#       c_b^2 = baryon sound speed squared 
#       tau_d = baryon drag optical depth 
#    1:scale factor a         2:z                      3:conf. time [Mpc]       4:x_e                    5:kappa' [Mpc^-1]        6:exp(-kappa)            7:g [Mpc^-1]             8:Tb [K]                 9:dTb [K]               10:w_b                   11:c_b^2                 12:tau_d              
       4.123469009031e-01       1.425142514251e+00       9.736834558194e+03       1.163673653912e+00       2.663481869485e-06       9.946101750735e-01       2.649126168513e-06       1.888844338641e+00       1.368826830673e+00       2.938166041871e-13       4.659418945818e-13       1.441576918336e-05 
       4.098118775360e-01       1.440144014401e+00       9.707859395231e+03       1.163672395850e+00       2.696532520749e-06       9.945329418380e-01       2.681790420623e-06       1.909412470659e+00       1.373304315832e+00       2.970158854980e-13       4.707723262019e-13       1.469406519323e-05 
       4.073078333130e-01       1.455145514551e+00       9.679116352930e+03       1.163671060031e+00       2.729786750741e-06       9.944553856247e-01       2.714651135882e-06       1.930047420743e+00       1.377728060340e+00       3.002255466092e-13       4.756132540016e-13       1.497527011609e-05 
       4.048342038139e-01       1.470147014701e+00       9.650602703144e+03       1.163669641650e+00       2.763244540686e-06       9.943775085921e-01       2.747708221998e-06       1.950748374899e+00       1.382098036614e+00       3.034454599001e-13       4.804644208735e-13       1.525939097708e-05 
       4.023904382470e-01       1.485148514851e+00       9.622315753610e+03       1.163668135609e+00       2.796905870459e-06       9.942993128659e-01       2.780961585148e-06       1.971514519134e+00       1.386414216617e+00       3.066754976803e-13       4.853255694590e-13       1.554643478155e-05 
       3.999759990400e-01       1.500150015002e+00       9.594252847598e+03       1.163666536492e+00       2.830770718490e-06       9.942208005399e-01       2.814411129882e-06       1.992345039454e+00       1.390676571852e+00       3.099155321845e-13       4.901964421378e-13       1.583640851587e-05 
       3.975903614458e-01       1.515151515152e+00       9.566411363573e+03       1.163664838553e+00       2.864839061660e-06       9.941419736759e-01       2.848056759022e-06       2.013239121867e+00       1.394885073344e+00       3.131654355676e-13       4.950767810165e-13       1.612931914807e-05 
       3.952330131626e-01       1.530153015302e+00       9.538788714907e+03       1.163663035688e+00       2.899110875192e-06       9.940628343053e-01       2.881898373558e-06       2.034195952377e+00       1.399039691633e+00       3.164250798991e-13       4.999663279173e-13       1.642517362779e-05 
       3.929034539668e-01       1.545154515452e+00       9.511382349487e+03       1.163661121418e+00       2.933586132533e-06       9.939833844287e-01       2.915935872528e-06       2.055214716991e+00       1.403140396763e+00       3.196943371570e-13       5.048648243657e-13       1.672397888717e-05 
       3.906011953592e-01       1.560156015602e+00       9.484189749400e+03       1.163659088865e+00       2.968264805229e-06       9.939036260173e-01       2.950169152897e-06       2.076294601716e+00       1.407187158267e+00       3.229730792220e-13       5.097720115775e-13       1.702574184087e-05 
       3.883257602237e-01       1.575157515752e+00       9.457208430575e+03       1.163656930726e+00       3.003146862789e-06       9.938235610134e-01       2.984598109423e-06       2.097434792559e+00       1.411179945167e+00       3.262611778702e-13       5.146876304457e-13       1.733046938636e-05 
       3.860766824974e-01       1.590159015902e+00       9.430435942397e+03       1.163654639249e+00       3.038232272543e-06       9.937431913306e-01       3.019222634520e-06       2.118633918594e+00       1.415118271030e+00       3.295584181349e-13       5.196112737977e-13       1.763816840449e-05 
       3.838535068525e-01       1.605160516052e+00       9.403869867371e+03       1.163652206204e+00       3.073520999485e-06       9.936625188546e-01       3.054042618101e-06       2.139891775646e+00       1.419002606201e+00       3.328647664201e-13       5.245428434967e-13       1.794884575937e-05 
       3.816557883889e-01       1.620162016202e+00       9.377507820741e+03       1.163649622854e+00       3.109013006112e-06       9.935815454441e-01       3.089057947419e-06       2.161207621479e+00       1.422832975422e+00       3.361801053069e-13       5.294820984415e-13       1.826250829866e-05 
       3.794830923375e-01       1.635163516352e+00       9.351347450103e+03       1.163646879923e+00       3.144708252246e-06       9.935002729310e-01       3.124268506894e-06       2.182580632220e+00       1.426609336071e+00       3.395043045408e-13       5.344287754969e-13       1.857916285388e-05 
       3.773349937733e-01       1.650165016502e+00       9.325386435050e+03       1.163643967567e+00       3.180606694843e-06       9.934187031209e-01       3.159674177929e-06       2.204009983995e+00       1.430331645158e+00       3.428372337224e-13       5.393826111243e-13       1.889881624029e-05 
       3.752110773387e-01       1.665166516652e+00       9.299622486781e+03       1.163640875332e+00       3.216708287798e-06       9.933368377943e-01       3.195274838708e-06       2.225494852931e+00       1.433999859318e+00       3.461787622970e-13       5.443433413637e-13       1.922147525706e-05 
       3.731109369753e-01       1.680168016802e+00       9.274053347720e+03       1.163637592124e+00       3.253012981720e-06       9.932546787064e-01       3.231070363986e-06       2.247034415154e+00       1.437613934800e+00       3.495287595442e-13       5.493107018147e-13       1.954714668734e-05 
       3.710341756651e-01       1.695169516952e+00       9.248676791134e+03       1.163634106165e+00       3.289520723713e-06       9.931722275879e-01       3.267060624867e-06       2.268627846791e+00       1.441173827457e+00       3.528870945668e-13       5.542844276170e-13       1.987583729821e-05 
       3.689804051810e-01       1.710171017102e+00       9.223490620755e+03       1.163630404953e+00       3.326231457118e-06       9.930894861461e-01       3.303245488552e-06       2.290274323967e+00       1.444679492733e+00       3.562536362782e-13       5.592642534290e-13       2.020755384061e-05 
       3.669492458439e-01       1.725172517252e+00       9.198492670391e+03       1.163626475218e+00       3.363145121259e-06       9.930064560644e-01       3.339624818092e-06       2.311973022810e+00       1.448130885658e+00       3.596282533903e-13       5.642499134063e-13       2.054230304930e-05 
       3.649403262893e-01       1.740174017402e+00       9.173680803539e+03       1.163622302874e+00       3.400261651154e-06       9.929231390039e-01       3.376198472099e-06       2.333723119445e+00       1.451527960843e+00       3.630108143990e-13       5.692411411783e-13       2.088009164278e-05 
       3.629532832408e-01       1.755175517552e+00       9.149052913014e+03       1.163617872970e+00       3.437580977221e-06       9.928395366033e-01       3.412966304460e-06       2.355523790000e+00       1.454870672468e+00       3.664011875703e-13       5.742376698236e-13       2.122092632300e-05 
       3.609877612910e-01       1.770177017702e+00       9.124606920553e+03       1.163613169638e+00       3.475103024949e-06       9.927556504795e-01       3.449928164016e-06       2.377374210599e+00       1.458158974281e+00       3.697992409242e-13       5.792392318446e-13       2.156481377525e-05 
       3.590434126899e-01       1.785178517852e+00       9.100340776434e+03       1.163608176034e+00       3.512827714559e-06       9.926714822283e-01       3.487083894224e-06       2.399273557371e+00       1.461392819592e+00       3.732048422184e-13       5.842455591406e-13       2.191176066800e-05 
       3.571198971392e-01       1.800180018002e+00       9.076252459110e+03       1.163602874284e+00       3.550754960638e-06       9.925870334249e-01       3.524433332798e-06       2.421220684642e+00       1.464571915081e+00       3.766178088750e-13       5.892562971792e-13       2.226177365231e-05 
       3.552168815944e-01       1.815181518152e+00       9.052339974810e+03       1.163597245416e+00       3.588884671739e-06       9.925023056241e-01       3.561976311320e-06       2.443214694061e+00       1.467696159691e+00       3.800379964879e-13       5.942711565996e-13       2.261485936185e-05 
       3.533340400721e-01       1.830183018302e+00       9.028601357169e+03       1.163591269295e+00       3.627216749970e-06       9.924173003615e-01       3.599712654831e-06       2.465255321275e+00       1.470765933640e+00       3.834653589489e-13       5.992900164867e-13       2.297102441238e-05 
       3.514710534641e-01       1.845184518452e+00       9.005034666867e+03       1.163584924554e+00       3.665751090540e-06       9.923320191533e-01       3.637642181389e-06       2.487341729962e+00       1.473781177381e+00       3.868997608405e-13       6.043126027519e-13       2.333027540115e-05 
       3.496276093570e-01       1.860186018602e+00       8.981637991234e+03       1.163578188520e+00       3.704487581286e-06       9.922464634971e-01       3.675764701600e-06       2.509473083803e+00       1.476741831133e+00       3.903410663814e-13       6.093386405393e-13       2.369261890667e-05 
       3.478034018575e-01       1.875187518752e+00       8.958409443882e+03       1.163571037130e+00       3.743426102157e-06       9.921606348726e-01       3.714080018114e-06       2.531648546476e+00       1.479647834875e+00       3.937891394026e-13       6.143678541885e-13       2.405806148823e-05 
       3.459981314232e-01       1.890189018902e+00       8.935347164364e+03       1.163563444853e+00       3.782566524669e-06       9.920745347417e-01       3.752587925091e-06       2.553867281663e+00       1.482499128347e+00       3.972438433211e-13       6.193999671946e-13       2.442660968487e-05 
       3.442115046990e-01       1.905190519052e+00       8.912449317774e+03       1.163555384597e+00       3.821908711328e-06       9.919881645495e-01       3.791288207626e-06       2.576128453042e+00       1.485295651054e+00       4.007050411125e-13       6.244347021674e-13       2.479827001523e-05 
       3.424432343573e-01       1.920192019202e+00       8.889714094396e+03       1.163546827618e+00       3.861452515001e-06       9.919015257243e-01       3.830180641141e-06       2.598431224294e+00       1.488037342264e+00       4.041725952812e-13       6.294717807865e-13       2.517304897679e-05 
       3.406930389451e-01       1.935193519352e+00       8.867139709365e+03       1.163537743418e+00       3.901197778258e-06       9.918146196785e-01       3.869264990733e-06       2.620774759098e+00       1.490724141021e+00       4.076463678295e-13       6.345109237553e-13       2.555095304465e-05 
       3.389606427337e-01       1.950195019502e+00       8.844724402287e+03       1.163528099642e+00       3.941144332661e-06       9.917274478090e-01       3.908541010476e-06       2.643158221133e+00       1.493355986146e+00       4.111262202239e-13       6.395518507518e-13       2.593198867125e-05 
       3.372457755742e-01       1.965196519652e+00       8.822466436884e+03       1.163517861965e+00       3.981291998010e-06       9.916400114977e-01       3.948008442682e-06       2.665580774079e+00       1.495932816249e+00       4.146120133596e-13       6.445942803767e-13       2.631616228535e-05 
       3.355481727575e-01       1.980198019802e+00       8.800364100675e+03       1.163506993977e+00       4.021640581539e-06       9.915523121118e-01       3.987667017108e-06       2.688041581617e+00       1.498454569741e+00       4.181036075229e-13       6.496379300989e-13       2.670348029070e-05 
       3.338675748773e-01       1.995199519952e+00       8.778415704602e+03       1.163495457053e+00       4.062189877053e-06       9.914643510049e-01       4.027516450111e-06       2.710539807425e+00       1.500921184853e+00       4.216008623506e-13       6.546825161974e-13       2.709394906540e-05 
       3.322037276986e-01       2.010201020102e+00       8.756619582690e+03       1.163483210227e+00       4.102939664016e-06       9.913761295168e-01       4.067556443753e-06       2.733074615183e+00       1.503332599644e+00       4.251036367877e-13       6.597277537006e-13       2.748757496078e-05 
       3.305563820292e-01       2.025202520252e+00       8.734974091729e+03       1.163470210050e+00       4.143889706572e-06       9.912876489747e-01       4.107786684838e-06       2.755644476942e+00       1.505688254958e+00       4.286116814657e-13       6.647731707822e-13       2.788436429984e-05 
       3.289252935952e-01       2.040204020402e+00       8.713477610926e+03       1.163456410444e+00       4.185039752507e-06       9.911989106932e-01       4.148206843893e-06       2.778249314589e+00       1.507988637198e+00       4.321249717389e-13       6.698186830200e-13       2.828432337615e-05 
       3.273102229206e-01       2.055205520552e+00       8.692128541567e+03       1.163441762545e+00       4.226389532139e-06       9.911099159753e-01       4.188816574077e-06       2.800888379825e+00       1.510233746204e+00       4.356433778821e-13       6.748640249442e-13       2.868745845268e-05 
       3.257109352096e-01       2.070207020702e+00       8.670925306698e+03       1.163426214540e+00       4.267938757137e-06       9.910206661126e-01       4.229615510025e-06       2.823560824075e+00       1.512423509564e+00       4.391667536812e-13       6.799089026598e-13       2.909377576005e-05 
       3.241272002334e-01       2.085208520852e+00       8.649866350824e+03       1.163409711495e+00       4.309687119265e-06       9.909311623861e-01       4.270603266614e-06       2.846265798764e+00       1.514557854992e+00       4.426949519723e-13       6.849530206557e-13       2.950328149464e-05 
       3.225587922191e-01       2.100210021002e+00       8.628950139549e+03       1.163392195169e+00       4.351634289045e-06       9.908414060667e-01       4.311779437646e-06       2.869002455315e+00       1.516636710360e+00       4.462278245802e-13       6.899960817206e-13       2.991598181762e-05 
       3.210054897428e-01       2.115211521152e+00       8.608175159276e+03       1.163373603826e+00       4.393779914332e-06       9.907513984156e-01       4.353143594455e-06       2.891769945152e+00       1.518660003733e+00       4.497652222530e-13       6.950377868531e-13       3.033188285277e-05 
       3.194670756254e-01       2.130213021302e+00       8.587539916931e+03       1.163353872027e+00       4.436123618797e-06       9.906611406853e-01       4.394695284418e-06       2.914567419701e+00       1.520627663409e+00       4.533069945928e-13       7.000778351686e-13       3.075099068394e-05 
       3.179433368311e-01       2.145214521452e+00       8.567042939607e+03       1.163332930418e+00       4.478665000321e-06       9.905706341198e-01       4.436434029378e-06       2.937394030384e+00       1.522539617963e+00       4.568529899823e-13       7.051159237994e-13       3.117331135394e-05 
       3.164340643691e-01       2.160216021602e+00       8.546682774272e+03       1.163310705506e+00       4.521403629280e-06       9.904798799556e-01       4.478359323960e-06       2.960248928627e+00       1.524395796294e+00       4.604030555068e-13       7.101517477902e-13       3.159885086198e-05 
       3.149390531985e-01       2.175217521752e+00       8.526457987505e+03       1.163287119418e+00       4.564339046728e-06       9.903888794221e-01       4.520470633791e-06       2.983131265854e+00       1.526196127677e+00       4.639570368718e-13       7.151849999885e-13       3.202761516074e-05 
       3.134581021349e-01       2.190219021902e+00       8.506367165165e+03       1.163262089654e+00       4.607470762462e-06       9.902976337422e-01       4.562767393603e-06       3.006040193488e+00       1.527940541825e+00       4.675147783155e-13       7.202153709281e-13       3.245961015451e-05 
       3.119910137602e-01       2.205220522052e+00       8.486408912100e+03       1.163235528824e+00       4.650798252977e-06       9.902061441333e-01       4.605249005222e-06       3.028974862954e+00       1.529628968946e+00       4.710761225162e-13       7.252425487073e-13       3.289484169646e-05 
       3.105375943352e-01       2.220222022202e+00       8.466581851881e+03       1.163207344371e+00       4.694320959285e-06       9.901144118076e-01       4.647914835438e-06       3.051934425677e+00       1.531261339817e+00       4.746409104948e-13       7.302662188602e-13       3.333331558543e-05 
       3.090976537142e-01       2.235223522352e+00       8.446884626521e+03       1.163177438281e+00       4.738038284610e-06       9.900224379734e-01       4.690764213741e-06       3.074917817235e+00       1.532837438588e+00       4.782089479429e-13       7.352860059548e-13       3.377503756275e-05 
